FISCAL_YEAR,FISCAL_MONTH,FISCAL_WEEK,FY Qty Rate,SEGMENT1
2025,Jan25,2,91,822-3639-001
2025,Feb25,5,2265,966-4333-003
2025,Mar25,10,2465,966-2052-205
2025,Mar25,11,2475,822-2904-211+TL
2025,Mar25,11,2475,987-9055-202
2025,Mar25,12,2532,822-1600-137+TL
2025,Apr25,14,2550,523-0780737
2025,Apr25,14,2550,766-0020-002
2025,Apr25,14,2550,822-1600-137+TL
2025,Apr25,14,2550,822-1873-002
2025,Apr25,14,2550,822-2013-001
2025,Apr25,14,2550,822-2062-001
2025,Apr25,14,2550,822-2093-104
2025,Apr25,14,2550,822-2093-511
2025,Apr25,14,2550,822-2347-404
2025,Apr25,14,2550,822-2347-424
2025,Apr25,14,2550,822-2904-111
2025,Apr25,14,2550,822-2904-111+TL
2025,Apr25,14,2550,822-2904-211
2025,Apr25,14,2550,822-2904-211+TL
2025,Apr25,14,2550,822-3078-002
2025,Apr25,14,2550,822-3078-002+TL
2025,Apr25,14,2550,822-3198-003
2025,Apr25,14,2550,822-3198-003+TL
2025,Apr25,14,2550,822-3267-601
2025,Apr25,14,2550,822-3267-602
2025,Apr25,14,2550,822-3267-602+TL
2025,Apr25,14,2550,822-3399-002
2025,Apr25,14,2550,822-3505-001
2025,Apr25,14,2550,822-3527-002
2025,Apr25,14,2550,822-3589-001
2025,Apr25,14,2550,822-3592-001
2025,Apr25,14,2550,822-3634-502
2025,Apr25,14,2550,822-3634-502+TL
2025,Apr25,14,2550,822-3696-401
2025,Apr25,14,2550,835-1032-010
2025,Apr25,14,2550,922-0003-001
2025,Apr25,14,2550,944-1543-001
2025,Apr25,14,2550,944-3986-002
2025,Apr25,14,2550,966-1237-011
2025,Apr25,14,2550,966-1831-004=R
2025,Apr25,14,2550,966-2083-244
2025,Apr25,14,2550,966-2083-524
2025,Apr25,14,2550,966-2083-964
2025,Apr25,14,2550,966-2083-974
2025,Apr25,14,2550,966-2700-003
2025,Apr25,14,2550,966-3648-001
2025,Apr25,14,2550,966-5505-003
2025,Apr25,14,2550,966-7297-302
2025,Apr25,14,2550,966-7964-004
2025,Apr25,14,2550,966-8303-003
2025,Apr25,14,2550,966-8460-002
2025,Apr25,14,2550,966-8532-021
2025,Apr25,14,2550,966-8572-001
2025,Apr25,14,2550,966-8574-001
2025,Apr25,14,2550,966-8660-002
2025,Apr25,14,2550,983-9834-904
2025,Apr25,14,2550,983-9834-910
2025,Apr25,14,2550,987-0001-220
2025,Apr25,14,2550,987-0018-654
2025,Apr25,14,2550,987-0018-654+PR
2025,Apr25,14,2550,987-0018-661
2025,Apr25,14,2550,987-0019-544
2025,Apr25,14,2550,987-1334-003
2025,Apr25,14,2550,987-2618-011
2025,Apr25,14,2550,987-2618-021
2025,Apr25,14,2550,987-2618-121
2025,Apr25,14,2550,987-2618-321
2025,Apr25,14,2550,987-3594-100
2025,Apr25,14,2550,987-6016-001
2025,Apr25,14,2550,987-8237-010
2025,Apr25,14,2550,987-8760-002
2025,Apr25,14,2550,987-9658-001+TL
2025,Apr25,14,2550,987-9705-012
2025,Apr25,14,2550,987-9968-155
2025,Apr25,14,2550,987-9968-175
2025,Apr25,14,2550,CCA-000D-001
2025,Apr25,14,2550,CCA-0012-002
2025,Apr25,15,2611,523-0780737
2025,Apr25,15,2611,822-1600-137+TL
2025,Apr25,15,2611,822-1600-138
2025,Apr25,15,2611,822-1873-002
2025,Apr25,15,2611,822-2093-104
2025,Apr25,15,2611,822-2093-104+TL
2025,Apr25,15,2611,822-2347-404
2025,Apr25,15,2611,822-2347-404+TL
2025,Apr25,15,2611,822-2347-424
2025,Apr25,15,2611,822-2347-424+TL
2025,Apr25,15,2611,822-2904-111
2025,Apr25,15,2611,822-2904-111+TL
2025,Apr25,15,2611,822-2904-211
2025,Apr25,15,2611,822-2904-211+TL
2025,Apr25,15,2611,822-3078-002
2025,Apr25,15,2611,822-3198-003
2025,Apr25,15,2611,822-3198-003+TL
2025,Apr25,15,2611,822-3267-601
2025,Apr25,15,2611,822-3267-602
2025,Apr25,15,2611,822-3396-002
2025,Apr25,15,2611,822-3527-002
2025,Apr25,15,2611,835-1032-010
2025,Apr25,15,2611,966-2083-974
2025,Apr25,15,2611,966-2700-003
2025,Apr25,15,2611,966-2724-001
2025,Apr25,15,2611,966-3648-001
2025,Apr25,15,2611,987-2094-004
2025,Apr25,15,2611,987-2618-121
2025,Apr25,15,2611,987-2618-221
2025,Apr25,15,2611,987-2618-321
2025,Apr25,15,2611,987-8760-002
2025,Apr25,15,2611,987-9658-001+TL
2025,Apr25,15,2611,987-9705-012
2025,Apr25,15,2611,987-9705-012+TL
2025,Apr25,16,2679,523-0780737
2025,Apr25,16,2679,822-1600-137
2025,Apr25,16,2679,822-1600-137+TL
2025,Apr25,16,2679,822-2093-104
2025,Apr25,16,2679,822-2093-104+TL
2025,Apr25,16,2679,822-2347-404
2025,Apr25,16,2679,822-2347-404+TL
2025,Apr25,16,2679,822-2347-424
2025,Apr25,16,2679,822-2347-424+TL
2025,Apr25,16,2679,822-2904-111
2025,Apr25,16,2679,822-2904-111+TL
2025,Apr25,16,2679,822-2904-211
2025,Apr25,16,2679,822-2904-211+TL
2025,Apr25,16,2679,822-3078-002
2025,Apr25,16,2679,822-3198-003
2025,Apr25,16,2679,822-3198-003+TL
2025,Apr25,16,2679,822-3255-001+TL
2025,Apr25,16,2679,822-3267-601
2025,Apr25,16,2679,822-3267-602
2025,Apr25,16,2679,822-3396-002
2025,Apr25,16,2679,822-3527-002
2025,Apr25,16,2679,831-6000-001
2025,Apr25,16,2679,835-1032-010
2025,Apr25,16,2679,966-2700-003
2025,Apr25,16,2679,966-2919-004
2025,Apr25,16,2679,966-3648-001
2025,Apr25,16,2679,966-7964-004
2025,Apr25,16,2679,966-8303-003
2025,Apr25,16,2679,983-9834-212
2025,Apr25,16,2679,987-2094-004
2025,Apr25,16,2679,987-2434-300
2025,Apr25,16,2679,987-2618-321
2025,Apr25,16,2679,987-8760-002
2025,Apr25,16,2679,987-8760-002+TL
2025,Apr25,16,2679,987-9055-202
2025,Apr25,16,2679,987-9055-202+TL
2025,Apr25,16,2679,987-9705-012
2025,Apr25,16,2679,987-9705-012+TL
2025,Apr25,17,2574,277-1017-010
2025,Apr25,17,2574,523-0780737
2025,Apr25,17,2574,822-1600-137
2025,Apr25,17,2574,822-1600-137+TL
2025,Apr25,17,2574,822-2093-104
2025,Apr25,17,2574,822-2093-104+TL
2025,Apr25,17,2574,822-2347-404
2025,Apr25,17,2574,822-2347-404+TL
2025,Apr25,17,2574,822-2347-424
2025,Apr25,17,2574,822-2347-424+TL
2025,Apr25,17,2574,822-2904-111
2025,Apr25,17,2574,822-2904-111+TL
2025,Apr25,17,2574,822-2904-211
2025,Apr25,17,2574,822-2904-211+TL
2025,Apr25,17,2574,822-3078-002
2025,Apr25,17,2574,822-3198-003
2025,Apr25,17,2574,822-3198-003+TL
2025,Apr25,17,2574,822-3198-013+TL
2025,Apr25,17,2574,822-3255-001
2025,Apr25,17,2574,822-3255-001+TL
2025,Apr25,17,2574,822-3267-601
2025,Apr25,17,2574,822-3267-601+TL
2025,Apr25,17,2574,822-3267-602
2025,Apr25,17,2574,822-3267-602+TL
2025,Apr25,17,2574,822-3527-002
2025,Apr25,17,2574,822-3527-002+TL
2025,Apr25,17,2574,822-3527-012+TL
2025,Apr25,17,2574,822-3592-011
2025,Apr25,17,2574,822-3697-001
2025,Apr25,17,2574,835-1032-010
2025,Apr25,17,2574,966-2083-974
2025,Apr25,17,2574,966-2303-001
2025,Apr25,17,2574,966-2700-003
2025,Apr25,17,2574,966-3648-001
2025,Apr25,17,2574,966-4011-002
2025,Apr25,17,2574,983-9834-111
2025,Apr25,17,2574,983-9834-111+SA
2025,Apr25,17,2574,983-9834-212
2025,Apr25,17,2574,983-9834-212+SA
2025,Apr25,17,2574,987-0018-661
2025,Apr25,17,2574,987-0018-661+PR
2025,Apr25,17,2574,987-1334-003
2025,Apr25,17,2574,987-2094-004
2025,Apr25,17,2574,987-2434-300
2025,Apr25,17,2574,987-2618-221
2025,Apr25,17,2574,987-2618-321
2025,Apr25,17,2574,987-3594-100
2025,Apr25,17,2574,987-7173-884
2025,Apr25,17,2574,987-7173-884+SA
2025,Apr25,17,2574,987-8574-778
2025,Apr25,17,2574,987-8760-002
2025,Apr25,17,2574,987-8760-002+TL
2025,Apr25,17,2574,987-9055-202
2025,Apr25,17,2574,987-9055-202+TL
2025,Apr25,17,2574,987-9705-012
2025,Apr25,17,2574,987-9705-012+TL
2025,May25,18,2567,523-0780737
2025,May25,18,2567,822-1600-137
2025,May25,18,2567,822-1600-137+TL
2025,May25,18,2567,822-2093-104
2025,May25,18,2567,822-2093-104+TL
2025,May25,18,2567,822-2347-404
2025,May25,18,2567,822-2347-404+TL
2025,May25,18,2567,822-2347-424
2025,May25,18,2567,822-2347-424+TL
2025,May25,18,2567,822-2904-111
2025,May25,18,2567,822-2904-111+TL
2025,May25,18,2567,822-2904-211
2025,May25,18,2567,822-2904-211+TL
2025,May25,18,2567,822-3078-002
2025,May25,18,2567,822-3198-003
2025,May25,18,2567,822-3198-003+TL
2025,May25,18,2567,822-3198-013
2025,May25,18,2567,822-3198-013+TL
2025,May25,18,2567,822-3255-001
2025,May25,18,2567,822-3255-001+TL
2025,May25,18,2567,822-3267-601
2025,May25,18,2567,822-3267-601+TL
2025,May25,18,2567,822-3267-602
2025,May25,18,2567,822-3396-012+TL
2025,May25,18,2567,822-3527-002
2025,May25,18,2567,822-3527-002+TL
2025,May25,18,2567,822-3527-012
2025,May25,18,2567,822-3527-012+TL
2025,May25,18,2567,822-3590-001
2025,May25,18,2567,822-3592-011
2025,May25,18,2567,822-3697-001
2025,May25,18,2567,835-1032-010
2025,May25,18,2567,966-2083-364
2025,May25,18,2567,966-2083-974
2025,May25,18,2567,966-2188-005
2025,May25,18,2567,966-2700-003
2025,May25,18,2567,966-3648-001
2025,May25,18,2567,966-6586-005
2025,May25,18,2567,983-9834-111
2025,May25,18,2567,983-9834-111+SA
2025,May25,18,2567,983-9834-212
2025,May25,18,2567,983-9834-212+SA
2025,May25,18,2567,987-0018-661
2025,May25,18,2567,987-0018-661+PR
2025,May25,18,2567,987-1334-003
2025,May25,18,2567,987-2094-004
2025,May25,18,2567,987-2434-300
2025,May25,18,2567,987-2618-021+TL
2025,May25,18,2567,987-2618-221
2025,May25,18,2567,987-2618-321
2025,May25,18,2567,987-2618-321+TL
2025,May25,18,2567,987-7173-884
2025,May25,18,2567,987-7173-884+SA
2025,May25,18,2567,987-8760-002
2025,May25,18,2567,987-8760-002+TL
2025,May25,18,2567,987-9055-202
2025,May25,18,2567,987-9055-202+TL
2025,May25,18,2567,987-9705-012
2025,May25,18,2567,987-9705-012+TL
2025,May25,18,2567,CCA-0019-401
2025,May25,18,2567,CCA-003D-001
2025,May25,19,2506,277-1017-010
2025,May25,19,2506,523-0780737
2025,May25,19,2506,822-1600-137
2025,May25,19,2506,822-1600-137+TL
2025,May25,19,2506,822-1873-003+TL
2025,May25,19,2506,822-2093-104
2025,May25,19,2506,822-2093-104+TL
2025,May25,19,2506,822-2347-404
2025,May25,19,2506,822-2347-404+TL
2025,May25,19,2506,822-2347-424
2025,May25,19,2506,822-2347-424+TL
2025,May25,19,2506,822-2904-111
2025,May25,19,2506,822-2904-111+TL
2025,May25,19,2506,822-2904-211
2025,May25,19,2506,822-2904-211+TL
2025,May25,19,2506,822-3078-002
2025,May25,19,2506,822-3198-003
2025,May25,19,2506,822-3198-003+TL
2025,May25,19,2506,822-3198-013
2025,May25,19,2506,822-3198-013+TL
2025,May25,19,2506,822-3255-001
2025,May25,19,2506,822-3255-001+TL
2025,May25,19,2506,822-3267-601
2025,May25,19,2506,822-3267-601+TL
2025,May25,19,2506,822-3267-602
2025,May25,19,2506,822-3396-012+TL
2025,May25,19,2506,822-3527-002
2025,May25,19,2506,822-3527-002+TL
2025,May25,19,2506,822-3527-012
2025,May25,19,2506,822-3527-012+TL
2025,May25,19,2506,822-3592-011
2025,May25,19,2506,822-3697-001
2025,May25,19,2506,835-1032-010
2025,May25,19,2506,944-2589-006
2025,May25,19,2506,944-3765-008
2025,May25,19,2506,944-3767-105
2025,May25,19,2506,966-2083-364
2025,May25,19,2506,966-2083-974
2025,May25,19,2506,966-2499-006
2025,May25,19,2506,966-2700-004
2025,May25,19,2506,966-2859-010
2025,May25,19,2506,966-3648-001
2025,May25,19,2506,966-4333-003
2025,May25,19,2506,966-4516-007
2025,May25,19,2506,966-4662-006
2025,May25,19,2506,966-6305-002
2025,May25,19,2506,966-6586-004
2025,May25,19,2506,966-6586-005
2025,May25,19,2506,966-7400-011
2025,May25,19,2506,983-9834-111
2025,May25,19,2506,983-9834-111+SA
2025,May25,19,2506,983-9834-212
2025,May25,19,2506,983-9834-212+SA
2025,May25,19,2506,987-0018-661
2025,May25,19,2506,987-0018-661+PR
2025,May25,19,2506,987-1334-003
2025,May25,19,2506,987-2094-004
2025,May25,19,2506,987-2434-300
2025,May25,19,2506,987-2618-021+TL
2025,May25,19,2506,987-2618-221
2025,May25,19,2506,987-2618-221+TL
2025,May25,19,2506,987-2618-321
2025,May25,19,2506,987-2618-321+TL
2025,May25,19,2506,987-3594-110
2025,May25,19,2506,987-7173-080
2025,May25,19,2506,987-7173-884
2025,May25,19,2506,987-7173-884+SA
2025,May25,19,2506,987-8760-002
2025,May25,19,2506,987-8760-002+TL
2025,May25,19,2506,987-8770-002
2025,May25,19,2506,987-9055-202
2025,May25,19,2506,987-9055-202+TL
2025,May25,19,2506,987-9705-012
2025,May25,19,2506,987-9705-012+TL
2025,May25,19,2506,987-9705-112
2025,May25,19,2506,CCA-000C-001
2025,May25,19,2506,CCA-001F-001
2025,May25,20,2581,277-1017-010
2025,May25,20,2581,523-0780737
2025,May25,20,2581,601-0600-008
2025,May25,20,2581,766-0000-001+TL
2025,May25,20,2581,822-1600-137
2025,May25,20,2581,822-1600-138
2025,May25,20,2581,822-1600-138+TL
2025,May25,20,2581,822-1873-003+TL
2025,May25,20,2581,822-2093-104
2025,May25,20,2581,822-2093-104+TL
2025,May25,20,2581,822-2347-404
2025,May25,20,2581,822-2347-404+TL
2025,May25,20,2581,822-2347-424
2025,May25,20,2581,822-2347-424+TL
2025,May25,20,2581,822-2904-111
2025,May25,20,2581,822-2904-111+TL
2025,May25,20,2581,822-2904-211
2025,May25,20,2581,822-2904-211+TL
2025,May25,20,2581,822-3078-002
2025,May25,20,2581,822-3198-003
2025,May25,20,2581,822-3198-003+TL
2025,May25,20,2581,822-3198-013
2025,May25,20,2581,822-3198-013+TL
2025,May25,20,2581,822-3255-001
2025,May25,20,2581,822-3255-001+TL
2025,May25,20,2581,822-3267-601
2025,May25,20,2581,822-3267-601+TL
2025,May25,20,2581,822-3396-012
2025,May25,20,2581,822-3396-012+TL
2025,May25,20,2581,822-3527-002
2025,May25,20,2581,822-3527-002+TL
2025,May25,20,2581,822-3527-012
2025,May25,20,2581,822-3592-011
2025,May25,20,2581,822-3697-001
2025,May25,20,2581,831-6000-001
2025,May25,20,2581,835-1032-010
2025,May25,20,2581,944-3765-008
2025,May25,20,2581,944-3767-105
2025,May25,20,2581,966-2083-364
2025,May25,20,2581,966-2083-974
2025,May25,20,2581,966-2188-104
2025,May25,20,2581,966-2303-001
2025,May25,20,2581,966-2335-002
2025,May25,20,2581,966-2631-003
2025,May25,20,2581,966-2700-004
2025,May25,20,2581,966-2859-010
2025,May25,20,2581,966-3648-001
2025,May25,20,2581,966-4516-007
2025,May25,20,2581,966-4518-006
2025,May25,20,2581,966-4974-003
2025,May25,20,2581,966-6586-004
2025,May25,20,2581,966-6586-005
2025,May25,20,2581,966-6969-004
2025,May25,20,2581,966-6971-005
2025,May25,20,2581,966-6973-004
2025,May25,20,2581,966-6973-104
2025,May25,20,2581,966-7400-011
2025,May25,20,2581,966-8492-004
2025,May25,20,2581,966-8532-022
2025,May25,20,2581,966-8660-002
2025,May25,20,2581,983-9834-111
2025,May25,20,2581,983-9834-111+SA
2025,May25,20,2581,983-9834-212
2025,May25,20,2581,983-9834-212+SA
2025,May25,20,2581,987-0018-661
2025,May25,20,2581,987-0018-661+PR
2025,May25,20,2581,987-1334-003
2025,May25,20,2581,987-2094-004
2025,May25,20,2581,987-2434-300
2025,May25,20,2581,987-2618-021
2025,May25,20,2581,987-2618-121
2025,May25,20,2581,987-2618-221
2025,May25,20,2581,987-2618-221+TL
2025,May25,20,2581,987-2618-321
2025,May25,20,2581,987-2618-321+TL
2025,May25,20,2581,987-3594-110
2025,May25,20,2581,987-7173-884
2025,May25,20,2581,987-7173-884+SA
2025,May25,20,2581,987-8760-002
2025,May25,20,2581,987-8760-002+TL
2025,May25,20,2581,987-9055-202
2025,May25,20,2581,987-9055-202+TL
2025,May25,20,2581,987-9705-012
2025,May25,20,2581,987-9705-012+TL
2025,May25,20,2581,CCA-0069-001
2025,May25,21,2615,277-1017-010
2025,May25,21,2615,523-0780737
2025,May25,21,2615,766-0000-001
2025,May25,21,2615,822-1600-138
2025,May25,21,2615,822-1600-138+TL
2025,May25,21,2615,822-1873-003
2025,May25,21,2615,822-1873-003+TL
2025,May25,21,2615,822-2093-104
2025,May25,21,2615,822-2093-104+TL
2025,May25,21,2615,822-2347-404
2025,May25,21,2615,822-2347-404+TL
2025,May25,21,2615,822-2347-424
2025,May25,21,2615,822-2347-424+TL
2025,May25,21,2615,822-2904-111
2025,May25,21,2615,822-2904-111+TL
2025,May25,21,2615,822-2904-211
2025,May25,21,2615,822-2904-211+TL
2025,May25,21,2615,822-3078-002
2025,May25,21,2615,822-3078-002+TL
2025,May25,21,2615,822-3198-003
2025,May25,21,2615,822-3198-003+TL
2025,May25,21,2615,822-3198-013
2025,May25,21,2615,822-3198-013+TL
2025,May25,21,2615,822-3255-001
2025,May25,21,2615,822-3255-001+TL
2025,May25,21,2615,822-3267-601
2025,May25,21,2615,822-3267-601+TL
2025,May25,21,2615,822-3396-012
2025,May25,21,2615,822-3396-012+TL
2025,May25,21,2615,822-3527-002
2025,May25,21,2615,822-3527-002+TL
2025,May25,21,2615,822-3527-012+TL
2025,May25,21,2615,822-3592-011
2025,May25,21,2615,822-3697-001
2025,May25,21,2615,822-3697-001+TL
2025,May25,21,2615,835-1032-010
2025,May25,21,2615,944-3765-008
2025,May25,21,2615,944-3767-105
2025,May25,21,2615,966-2052-405
2025,May25,21,2615,966-2083-244
2025,May25,21,2615,966-2083-364
2025,May25,21,2615,966-2083-974
2025,May25,21,2615,966-2300-482
2025,May25,21,2615,966-2700-004
2025,May25,21,2615,966-2859-010
2025,May25,21,2615,966-3200-004
2025,May25,21,2615,966-3648-001
2025,May25,21,2615,966-4011-002
2025,May25,21,2615,966-4333-003
2025,May25,21,2615,966-4516-007
2025,May25,21,2615,966-4518-006
2025,May25,21,2615,966-5704-005
2025,May25,21,2615,966-5704-015
2025,May25,21,2615,966-6307-102
2025,May25,21,2615,966-6584-014
2025,May25,21,2615,966-6586-004
2025,May25,21,2615,966-6586-005
2025,May25,21,2615,966-7400-011
2025,May25,21,2615,983-9834-111
2025,May25,21,2615,983-9834-111+SA
2025,May25,21,2615,983-9834-212
2025,May25,21,2615,983-9834-212+SA
2025,May25,21,2615,987-0018-661
2025,May25,21,2615,987-0018-661+PR
2025,May25,21,2615,987-1334-003
2025,May25,21,2615,987-2094-004
2025,May25,21,2615,987-2434-300
2025,May25,21,2615,987-2618-021
2025,May25,21,2615,987-2618-121
2025,May25,21,2615,987-2618-221
2025,May25,21,2615,987-2618-221+TL
2025,May25,21,2615,987-2618-321
2025,May25,21,2615,987-2618-321+TL
2025,May25,21,2615,987-3594-110
2025,May25,21,2615,987-7173-884
2025,May25,21,2615,987-7173-884+SA
2025,May25,21,2615,987-8760-002
2025,May25,21,2615,987-8760-002+TL
2025,May25,21,2615,987-9055-202
2025,May25,21,2615,987-9055-202+TL
2025,May25,21,2615,987-9705-012
2025,May25,21,2615,987-9705-012+TL
2025,May25,21,2615,CCA-0050-001
2025,Jun25,22,1984,277-1017-010
2025,Jun25,22,1984,523-0780737
2025,Jun25,22,1984,822-1600-138
2025,Jun25,22,1984,822-1600-138+TL
2025,Jun25,22,1984,822-1873-003
2025,Jun25,22,1984,822-1873-003+TL
2025,Jun25,22,1984,822-2093-104
2025,Jun25,22,1984,822-2093-104+TL
2025,Jun25,22,1984,822-2347-404
2025,Jun25,22,1984,822-2347-404+TL
2025,Jun25,22,1984,822-2347-424
2025,Jun25,22,1984,822-2347-424+TL
2025,Jun25,22,1984,822-2904-111
2025,Jun25,22,1984,822-2904-111+TL
2025,Jun25,22,1984,822-2904-211
2025,Jun25,22,1984,822-2904-211+TL
2025,Jun25,22,1984,822-3078-002
2025,Jun25,22,1984,822-3078-002+TL
2025,Jun25,22,1984,822-3198-003
2025,Jun25,22,1984,822-3198-003+TL
2025,Jun25,22,1984,822-3198-013
2025,Jun25,22,1984,822-3255-001
2025,Jun25,22,1984,822-3255-001+TL
2025,Jun25,22,1984,822-3267-601
2025,Jun25,22,1984,822-3267-601+TL
2025,Jun25,22,1984,822-3396-012
2025,Jun25,22,1984,822-3396-012+TL
2025,Jun25,22,1984,822-3527-002
2025,Jun25,22,1984,822-3527-002+TL
2025,Jun25,22,1984,822-3527-012+TL
2025,Jun25,22,1984,822-3592-011
2025,Jun25,22,1984,822-3697-001
2025,Jun25,22,1984,822-3697-001+TL
2025,Jun25,22,1984,835-1032-010
2025,Jun25,22,1984,944-3765-008
2025,Jun25,22,1984,944-3767-105
2025,Jun25,22,1984,966-1831-005
2025,Jun25,22,1984,966-2083-244
2025,Jun25,22,1984,966-2083-364
2025,Jun25,22,1984,966-2083-974
2025,Jun25,22,1984,966-2188-005
2025,Jun25,22,1984,966-2859-010
2025,Jun25,22,1984,966-3648-001
2025,Jun25,22,1984,966-4516-007
2025,Jun25,22,1984,966-4518-006
2025,Jun25,22,1984,966-6586-004
2025,Jun25,22,1984,966-6969-004
2025,Jun25,22,1984,966-6971-005
2025,Jun25,22,1984,966-6973-104
2025,Jun25,22,1984,966-7400-011
2025,Jun25,22,1984,983-9834-111
2025,Jun25,22,1984,983-9834-111+SA
2025,Jun25,22,1984,983-9834-212
2025,Jun25,22,1984,983-9834-212+SA
2025,Jun25,22,1984,987-0018-661
2025,Jun25,22,1984,987-0018-661+PR
2025,Jun25,22,1984,987-1334-003
2025,Jun25,22,1984,987-2094-004
2025,Jun25,22,1984,987-2434-300
2025,Jun25,22,1984,987-2618-121
2025,Jun25,22,1984,987-2618-221
2025,Jun25,22,1984,987-2618-221+TL
2025,Jun25,22,1984,987-2618-321
2025,Jun25,22,1984,987-2618-321+TL
2025,Jun25,22,1984,987-3594-110
